date,project_id,client,region,fleet_size,deployment_status,planned_daily_spend_usd,actual_daily_spend_usd,hw_cost_actual_usd,hw_cost_planned_usd,labor_hours,shipping_delay_days,cumulative_planned_usd,cumulative_actual_usd,is_spike_day
2024-08-17,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3819.03,3782.63,2242.46,2291.42,95.7,0.0,650562.69,664822.63,False
2024-07-08,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6114.26,5616.49,3893.74,3668.56,336.9,0.0,618338.36,630595.86,False
2024-03-11,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3996.38,3946.61,2401.47,2397.83,83.8,0.0,152749.82,156789.62,False
2024-07-20,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4358.79,3648.26,2416.49,2615.27,99.8,0.0,784358.06,811314.37,False
2024-06-26,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3687.22,3678.06,2396.78,2212.33,70.1,0.0,560599.59,576844.1,False
2024-04-27,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4102.35,4295.25,2918.27,2461.41,106.2,0.0,435752.16,447850.31,False
2024-09-25,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5416.26,5859.4,3806.15,3249.75,277.4,0.0,852885.03,884528.78,False
2024-04-14,AMR-005,Amazon - Dallas FC,North America,30,Planning,6778.13,7569.13,4272.69,4066.88,337.7,0.0,88267.53,87173.75,False
2024-03-13,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3444.46,3777.74,2556.12,2066.68,84.7,,98312.83,99813.36,False
2024-04-07,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3504.25,3577.51,2407.35,2102.55,111.7,0.0,186109.77,190073.13,False
2024-06-13,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,4016.28,3247.49,1965.43,2409.77,87.0,0.0,511357.36,525602.32,False
2024-02-27,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,3716.75,4353.33,2489.01,2230.05,130.5,2.0,184001.51,186055.75,False
2024-07-03,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,5879.48,6326.69,3815.19,3527.69,306.0,0.0,588381.56,598008.13,False
2024-10-08,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6011.31,5612.4,3615.22,3606.78,210.1,0.0,928291.12,961392.94,False
2024-06-29,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6365.27,6002.08,3834.83,3819.16,330.3,0.0,564020.58,574586.92,False
2024-02-10,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4557.04,5070.53,3311.31,2734.23,157.1,0.0,101030.47,105464.49,False
2024-02-06,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4672.5,4745.39,2809.39,2803.5,124.2,0.0,97150.02,99564.96,False
2024-07-15,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6197.36,6172.44,3612.85,3718.42,316.3,0.0,661310.65,674061.13,False
2024-03-17,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3627.91,3196.68,2089.35,2176.75,,0.0,112445.88,113849.83,False
2024-05-02,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4202.87,4289.73,2865.59,2521.72,102.4,0.0,456743.77,470720.15,False
2024-07-16,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4309.33,4182.13,2659.15,2585.6,130.5,0.0,767835.53,794642.89,False
2024-09-13,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5741.04,5361.02,2960.55,3444.63,234.6,0.0,958901.09,991564.79,False
2024-08-28,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3494.08,3927.14,2386.21,2096.45,88.3,0.0,689292.42,704787.62,False
2024-03-11,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4957.57,6119.78,4249.95,2974.54,225.2,0.0,9993.19,11272.83,True
2024-02-09,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,3665.46,3851.39,2289.82,2199.27,96.4,0.0,108853.37,111690.06,False
2024-05-19,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4157.44,4496.64,2611.61,2494.46,127.3,0.0,526392.18,545497.78,False
2024-04-25,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3488.53,3366.97,1939.71,2093.12,108.6,0.0,248490.77,252921.53,False
2024-05-20,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4674.15,4959.25,2810.71,2804.49,140.6,0.0,566590.04,581381.91,False
2024-09-15,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5738.54,8372.33,5085.95,3443.12,238.9,0.0,794911.56,824058.99,True
2024-04-07,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3922.18,3832.5,2454.43,2353.31,94.7,2.0,255562.62,260984.51,False
2024-05-14,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6021.89,6275.85,4375.72,3613.13,278.7,0.0,275957.73,282522.58,False
2024-06-28,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3799.55,4190.6,2491.38,2279.73,93.6,0.0,568405.36,584968.73,False
2024-08-05,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5717.32,4612.4,3119.64,3430.39,170.3,0.0,758414.35,778861.21,False
2024-03-17,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3824.82,4016.86,2342.57,2294.89,79.7,0.0,175449.04,178995.37,False
2024-06-10,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5804.16,5655.49,3267.77,3482.5,279.1,0.0,235984.37,246823.39,False
2024-06-15,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,6202.93,5353.94,3688.25,3721.76,227.8,0.0,265171.77,274912.59,False
2024-06-15,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3406.99,3796.7,2553.64,2044.19,106.8,0.0,428884.52,438265.53,False
2024-06-05,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4747.06,4953.07,3109.19,2848.24,173.0,0.0,641220.3,660649.41,False
2024-03-23,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5254.77,4942.97,3451.74,3152.86,223.7,0.0,72342.71,71677.61,False
2024-11-02,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5533.4,5828.57,3820.05,3320.04,218.1,0.0,1074619.35,1111012.92,False
2024-06-15,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3815.66,4118.8,2407.41,2289.39,73.7,0.0,519066.58,533622.6,False
2024-05-21,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3781.59,4122.57,2678.49,2268.95,71.1,0.0,423126.2,437876.83,False
2024-03-04,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3992.07,4417.21,3043.05,2395.24,91.0,0.0,125358.49,129786.64,False
2024-11-22,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5793.43,5856.59,3683.21,3476.06,235.8,0.0,1191910.49,1230951.5,False
2024-05-11,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5583.08,5657.6,3276.74,3349.85,283.6,0.0,63552.25,66976.42,False
2024-03-23,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3581.92,3728.14,2109.88,2149.15,104.7,0.0,133198.92,137262.32,False
2024-04-05,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3435.08,3366.3,2342.79,2061.05,109.9,0.0,179046.38,183163.54,False
2024-03-22,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3525.44,3448.08,2174.78,2115.26,86.1,0.0,129617.0,133534.18,False
2024-09-03,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,6064.82,5427.63,3358.68,3638.89,258.5,0.0,725214.83,753353.34,False
2024-06-16,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,5656.49,7462.76,4578.16,3393.89,255.7,0.0,483598.48,492873.55,True
2024-09-18,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5287.76,4733.48,2644.27,3172.65,222.5,0.0,984177.78,1018191.52,False
2024-02-28,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3743.32,3804.08,2551.72,2245.99,73.5,0.0,106164.44,109686.1,False
2024-12-29,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5915.85,6725.91,4226.78,3549.51,258.1,0.0,1406574.31,1452512.12,False
2024-02-17,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3624.26,3374.96,,2174.55,109.6,0.0,10578.91,10519.71,False
2024-02-14,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4297.46,3988.75,2346.8,2578.47,103.8,0.0,129829.95,131438.46,False
2024-02-25,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3613.65,3524.0,2307.38,2168.19,71.2,0.0,94646.3,97801.49,False
2024-03-21,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5151.06,5129.7,3516.15,3090.64,197.8,0.0,61931.63,62125.61,False
2024-08-03,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,5874.55,8857.2,5869.79,3524.73,278.0,1.0,779344.84,797242.94,True
2024-04-04,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4129.34,4222.24,2841.44,2477.6,115.5,0.0,338564.38,346071.72,False
2024-04-09,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5357.84,4033.99,2661.5,3214.71,228.3,0.0,159056.73,160483.08,False
2024-07-28,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,5894.99,6673.84,3881.66,3537.0,357.2,0.0,743653.11,756296.48,False
2024-09-03,AMR-005,Amazon - Dallas FC,North America,30,UAT,6104.11,5763.0,3903.11,3662.46,314.9,2.0,968739.45,996870.0,False
2024-04-01,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4017.45,4300.58,2726.51,2410.47,114.5,0.0,326087.43,333398.12,False
2024-02-01,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3652.62,4400.65,2920.77,2191.57,83.4,0.0,3652.62,4400.65,True
2024-05-12,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3402.11,3770.66,2584.84,2041.27,98.5,0.0,308570.45,314115.67,False
2024-12-16,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5712.45,6111.27,3945.14,3427.47,267.7,0.0,1331116.37,1373128.86,False
2024-04-15,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4597.59,4224.01,2861.38,2758.55,143.5,0.0,404146.59,415418.39,False
2024-03-18,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4358.89,4323.9,2582.45,2615.33,138.7,0.0,272998.56,284676.99,False
2024-07-06,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,5773.22,6744.95,4023.74,3463.93,356.7,0.0,606256.19,618331.43,False
2024-11-17,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,6083.36,6419.41,4037.51,3650.02,282.4,0.0,1163616.58,1201014.51,False
2024-05-11,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4650.36,4049.54,2788.23,2790.21,137.7,2.0,524767.33,538633.94,False
2024-06-15,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4398.83,4940.35,2870.87,2639.3,130.7,0.0,639612.99,661969.26,False
2024-07-30,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6170.5,5807.4,3328.79,3702.3,308.8,0.0,755051.77,768426.32,False
2024-04-23,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3458.29,3176.13,1764.16,2074.98,80.7,0.0,241611.6,246083.62,False
2024-06-20,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6115.65,6238.02,4337.23,3669.39,323.3,0.0,508199.12,517601.92,False
2024-08-14,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3709.17,4153.42,2555.57,2225.5,72.2,0.0,747412.47,772232.02,False
2024-03-10,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3502.47,3505.16,2116.39,2101.48,80.6,0.0,87761.41,88691.06,False
2024-04-16,AMR-005,Amazon - Dallas FC,North America,30,Planning,6119.25,6674.93,4376.6,3671.55,294.1,0.0,100551.5,99234.7,False
2024-05-02,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5783.14,5278.48,3059.83,3469.89,232.4,0.0,11556.96,11760.52,False
2024-05-03,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,4131.52,4052.84,2653.23,2478.91,69.1,0.0,354786.71,363716.54,False
2024-04-27,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3646.23,4818.92,3334.34,2187.74,87.0,0.0,331385.44,340818.31,True
2024-07-05,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4672.9,5470.41,3545.81,2803.74,194.6,0.0,598479.66,616911.7,False
2024-02-13,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4100.64,3916.73,2295.47,2460.39,97.6,0.0,125532.49,127449.72,False
2024-03-20,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4989.04,4374.72,3015.93,2993.43,166.3,0.0,56780.56,56995.91,False
2024-06-27,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4187.79,4088.75,2651.32,2512.67,127.2,0.0,689083.5,712754.81,False
2024-04-16,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3246.77,3781.47,2528.85,1948.06,85.5,0.0,217711.17,222416.89,False
2024-10-29,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5925.9,5391.46,3584.24,3555.54,240.0,0.0,1051676.2,1087553.04,False
2024-09-30,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,6035.94,6280.02,3567.61,3621.56,352.4,0.0,1136187.73,1163043.72,False
2024-05-12,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5379.8,5175.44,3460.19,3227.88,217.5,0.0,325368.89,333093.9,False
2024-07-30,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3598.63,3719.69,2295.97,2159.18,93.1,0.0,689944.67,711914.73,False
2024-04-25,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6135.6,7123.6,4626.57,3681.36,285.1,0.0,155746.54,154803.2,False
2024-02-06,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,5003.64,5615.5,3625.14,3002.18,179.7,0.0,82962.44,86088.57,False
2024-09-28,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5182.09,5529.68,3440.26,3109.25,233.4,0.0,1035735.87,1070140.69,False
2024-07-17,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,4082.22,4373.45,2576.28,2449.33,70.8,0.0,640333.11,662028.98,False
2024-06-20,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5549.53,4520.04,2800.71,3329.72,,0.0,523567.79,535321.3,False
2024-06-12,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4500.63,3846.19,2615.7,2700.38,131.5,0.0,626587.86,648170.19,False
2024-06-26,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5863.17,5474.33,3593.92,3517.9,277.5,0.0,328049.81,339114.87,False
2024-06-13,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4645.81,4834.04,2709.73,2787.49,173.5,1.0,678488.64,699156.51,False
2024-03-14,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4905.95,4482.38,2932.68,2943.57,174.9,0.0,254485.76,266123.24,False
2024-05-13,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5388.66,6049.03,3530.7,3233.19,180.7,0.0,330757.55,339142.93,False
2024-06-19,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3741.81,3483.67,2305.56,2245.08,87.4,0.0,443093.57,453131.59,False
2024-06-07,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3428.73,3435.93,2242.83,2057.24,101.6,0.0,400528.01,408769.27,False
2024-02-22,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3463.99,3354.88,1864.18,2078.4,99.5,0.0,28213.8,28274.28,False
2024-04-14,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4157.67,3907.62,2701.52,2494.6,112.0,0.0,381817.66,391002.77,False
2024-08-18,AMR-005,Amazon - Dallas FC,North America,30,UAT,6051.51,6420.72,3896.65,3630.91,351.3,0.0,871334.17,894067.9,False
2024-08-03,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,4066.67,4091.46,2798.71,2440.0,69.2,0.0,705750.06,727562.9,False
2024-04-11,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4720.89,4666.44,2752.65,2832.53,155.0,0.0,385899.31,396921.49,False
2024-06-12,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6552.89,6405.2,3590.01,3931.74,329.7,0.0,459665.46,466551.1,False
2024-06-04,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,5245.45,4495.48,2838.85,3147.27,150.2,0.0,636473.24,655696.34,False
2024-09-19,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5523.42,6105.13,3809.06,3314.05,202.7,0.0,818493.75,848164.68,False
2024-07-01,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3600.42,4136.83,2890.66,2160.25,106.6,2.0,485626.12,496874.14,False
2024-06-18,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3796.92,3555.45,2293.54,2278.15,84.4,0.0,439351.76,449647.92,False
2024-06-07,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,5972.02,7004.61,4056.13,3583.21,265.0,0.0,427832.14,435799.96,False
2024-04-26,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5201.05,7296.69,5072.34,3120.63,200.8,7.0,244073.41,250061.51,True
2024-02-16,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4594.27,5478.39,3560.81,2756.56,162.9,0.0,128561.73,135498.17,False
2024-02-24,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3729.55,4170.36,2418.69,2237.73,77.4,0.0,91032.65,94277.5,False
2024-06-30,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6137.21,5448.05,3528.34,3682.32,303.1,0.0,570157.78,580034.97,False
2024-05-30,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4636.23,4392.6,2631.51,2781.74,143.2,0.0,613300.32,629822.24,False
2024-02-22,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4105.05,4295.73,2857.97,2463.03,105.4,0.0,164176.29,165422.55,False
2024-09-09,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,6621.48,5874.62,3393.99,3972.89,245.5,2.0,1005652.5,1033859.71,False
2024-04-05,AMR-005,Amazon - Dallas FC,North America,30,Planning,6048.58,6288.07,4120.8,3629.15,324.9,0.0,31257.05,29834.38,False
2024-06-27,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5564.62,6332.31,4219.53,3338.77,269.2,0.0,333614.43,345447.18,False
2024-02-07,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4105.49,4264.81,2880.57,2463.29,125.2,0.0,101255.51,103829.76,False
2024-07-20,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3650.04,3528.05,2385.29,2190.03,92.3,0.0,551291.41,564821.29,False
2024-07-09,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3770.58,3549.23,2467.83,2262.35,99.2,0.0,513300.78,525335.73,False
2024-01-27,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4799.44,4665.08,2668.52,2879.66,137.9,0.0,36485.99,37831.02,False
2024-05-04,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6063.8,7335.24,4087.98,3638.28,349.1,0.0,214031.65,216029.3,False
2024-07-15,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4160.15,4079.51,2802.69,2496.09,124.2,0.0,763526.2,790460.76,False
2024-09-10,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,5924.1,6801.95,4234.09,3554.46,300.9,0.0,1011576.59,1040661.66,False
2024-05-08,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3904.76,4327.03,3018.6,2342.86,82.1,,373507.23,383784.33,False
2024-06-01,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,7112.94,5550.98,3241.14,4267.76,330.2,0.0,390752.93,396583.17,False
2024-03-05,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3823.0,3775.05,2284.24,2293.8,77.7,0.0,129181.49,133561.69,False
2024-03-20,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4814.53,4076.64,2567.02,2888.72,167.2,0.0,282316.26,293314.1,False
2024-06-29,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4312.67,4383.64,2737.1,2587.6,167.7,0.0,751750.9,777548.23,False
2024-12-23,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5347.94,5685.88,3137.62,3208.76,228.6,0.0,1371443.52,1416344.21,False
2024-03-03,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3971.23,3524.45,2411.22,2382.74,92.4,0.0,63148.1,62994.62,False
2024-05-28,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3771.43,3833.03,2679.84,2262.86,90.8,0.0,450430.37,464968.51,False
2024-11-03,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6062.38,5624.2,3351.56,3637.43,237.4,0.0,1080681.74,1116637.13,False
2024-05-08,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6282.38,6088.46,3914.6,3769.43,319.0,0.0,238838.49,241260.95,False
2024-11-01,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5887.24,5515.85,3189.01,3532.34,224.9,0.0,1069085.95,1105184.35,False
2024-05-18,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3697.74,3890.21,2439.18,2218.64,77.1,0.0,411511.59,424520.7,False
2024-08-05,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3418.7,3458.15,2165.28,2051.22,110.0,0.0,608791.72,621320.84,False
2024-05-24,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3960.74,4078.66,2467.0,2376.45,67.1,0.0,435125.4,449809.68,False
2024-07-19,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3441.32,3889.53,2195.09,2064.79,81.2,0.0,647856.94,669665.83,False
2024-04-09,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4816.85,6346.33,4168.27,2890.11,147.0,0.0,376486.29,387842.34,True
2024-07-29,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5459.16,5626.07,3573.51,3275.5,237.3,0.0,519271.26,536715.21,False
2024-05-30,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3976.53,3472.19,2094.84,2385.92,85.7,0.0,458115.74,472230.17,False
2024-04-17,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4954.1,4348.05,2528.02,2972.46,121.7,0.0,413555.23,424657.77,False
2024-06-20,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4018.36,3888.95,2414.21,2411.02,124.6,0.0,660356.85,683229.91,False
2024-02-02,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3816.45,4033.01,2378.53,2289.87,66.1,0.0,7469.06,8433.66,False
2024-08-04,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5635.57,4978.27,3311.2,3381.34,256.5,0.0,553179.05,571066.03,False
2024-08-07,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3639.2,4017.32,2354.17,2183.52,92.9,0.0,721172.65,743224.24,False
2024-05-03,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,4791.88,4552.36,2895.59,2875.13,162.8,0.0,278399.19,285832.49,False
2024-03-05,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3557.47,3634.92,2298.69,2134.48,115.2,0.0,69995.79,69700.75,False
2024-02-13,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4655.62,4238.27,2446.67,2793.37,178.1,0.0,114751.8,120084.86,False
